Solute;Solvent;SoluteSMILES;SolventSMILES;DeltaGsolv
methylacetate;isopropyltoluene;COC(C)=O;CC1=CC=C(C=C1)C(C)C;-3.32
methylpropanoate;isopropyltoluene;CCC(=O)OC;CC1=CC=C(C=C1)C(C)C;-4.14
methylpentanoate;isopropyltoluene;CCCCC(=O)OC;CC1=CC=C(C=C1)C(C)C;-5.33
methylhexanoate;isopropyltoluene;CCCCCC(=O)OC;CC1=CC=C(C=C1)C(C)C;-6.06
pentylacetate;isopropyltoluene;CCCCCOC(C)=O;CC1=CC=C(C=C1)C(C)C;-6.02
butylamine;isopropyltoluene;CCCCN;CC1=CC=C(C=C1)C(C)C;-4.22
phenol;mesitylene;C1=CC=C(C=C1)O;CC1=CC(=CC(=C1)C)C;-6.8
2-butanone;mesitylene;CCC(=O)C;CC1=CC(=CC(=C1)C)C;-3.95
2-pentanone;mesitylene;CCCC(=O)C;CC1=CC(=CC(=C1)C)C;-4.8
2-hexanone;mesitylene;CCCCC(=O)C;CC1=CC(=CC(=C1)C)C;-5.34
"3;3-dimethylbutanone";mesitylene;CC(=O)C(C)(C)C;CC1=CC(=CC(=C1)C)C;-4.77
2-heptanone;mesitylene;CCCCCC(=O)C;CC1=CC(=CC(=C1)C)C;-5.99
mesitylene;mesitylene;CC1=CC(=CC(=C1)C)C;CC1=CC(=CC(=C1)C)C;-6.4
n-octane;methoxyethanol;CCCCCCCC;COCCO;-3.71
toluene;methoxyethanol;CC1=CC=CC=C1;COCCO;-4.49
ethanol;methoxyethanol;CCO;COCCO;-4.71
"1;4-dioxane";methoxyethanol;C1COCCO1;COCCO;-4.91
2-butanone;methoxyethanol;CCC(=O)C;COCCO;-4.28
nitromethane;methoxyethanol;C[N+](=O)[O-];COCCO;-5.06
n-octane;methylenechloride;CCCCCCCC;C(Cl)Cl;-5.18
toluene;methylenechloride;CC1=CC=CC=C1;C(Cl)Cl;-5.53
ethanol;methylenechloride;CCO;C(Cl)Cl;-3.82
phenol;methylenechloride;C1=CC=C(C=C1)O;C(Cl)Cl;-7.5
p-cresol;methylenechloride;CC1=CC=C(C=C1)O;C(Cl)Cl;-7.71
"1;4-dioxane";methylenechloride;C1COCCO1;C(Cl)Cl;-5.33
thiophenol;methylenechloride;C1=CC=C(C=C1)S;C(Cl)Cl;-7.11
dichloromethane;methylenechloride;C(Cl)Cl;C(Cl)Cl;-3.8
p-bromophenol;methylenechloride;C1=CC(=CC=C1O)Br;C(Cl)Cl;-9.09
water;methylenechloride;O;C(Cl)Cl;-2.63
nitromethane;methylenechloride;C[N+](=O)[O-];C(Cl)Cl;-5.05
n-octane;methylformamide;CCCCCCCC;CNC=O;-3.34
toluene;methylformamide;CC1=CC=CC=C1;CNC=O;-4.34
ethanol;methylformamide;CCO;CNC=O;-5.12
"1;4-dioxane";methylformamide;C1COCCO1;CNC=O;-4.86
2-butanone;methylformamide;CCC(=O)C;CNC=O;-4.34
nitromethane;methylformamide;C[N+](=O)[O-];CNC=O;-5.11
N-methylformamide;methylformamide;CNC=O;CNC=O;-8.27
methanol;nitrobenzene;CO;C1=CC=C(C=C1)[N+](=O)[O-];-2.93
phenol;nitrobenzene;C1=CC=C(C=C1)O;C1=CC=C(C=C1)[N+](=O)[O-];-7.86
o-cresol;nitrobenzene;CC1=CC=CC=C1O;C1=CC=C(C=C1)[N+](=O)[O-];-8.16
m-cresol;nitrobenzene;CC1=CC(=CC=C1)O;C1=CC=C(C=C1)[N+](=O)[O-];-7.29
p-cresol;nitrobenzene;CC1=CC=C(C=C1)O;C1=CC=C(C=C1)[N+](=O)[O-];-8.13
aceticacid;nitrobenzene;CC(O)=O;C1=CC=C(C=C1)[N+](=O)[O-];-4.78
propanoicacid;nitrobenzene;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;C1=CC=C(C=C1)[N+](=O)[O-];-5.38
butanoicacid;nitrobenzene;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;C1=CC=C(C=C1)[N+](=O)[O-];-5.84
pentanoicacid;nitrobenzene;CCCCC(O)=O;C1=CC=C(C=C1)[N+](=O)[O-];-6.47
hexanoicacid;nitrobenzene;C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl;C1=CC=C(C=C1)[N+](=O)[O-];-7.26
aniline;nitrobenzene;C1=CC=C(C=C1)N;C1=CC=C(C=C1)[N+](=O)[O-];-7.15
nitrobenzene;nitrobenzene;C1=CC=C(C=C1)[N+](=O)[O-];C1=CC=C(C=C1)[N+](=O)[O-];-7.94
p-bromophenol;nitrobenzene;C1=CC(=CC=C1O)Br;C1=CC=C(C=C1)[N+](=O)[O-];-9.76
nitromethane;nitrobenzene;C[N+](=O)[O-];C1=CC=C(C=C1)[N+](=O)[O-];-4.9
hydrogenperoxide;nitrobenzene;OO;C1=CC=C(C=C1)[N+](=O)[O-];-5.45
n-octane;nitroethane;CCCCCCCC;CC[N+](=O)[O-];-3.89
toluene;nitroethane;CC1=CC=CC=C1;CC[N+](=O)[O-];-4.88
ethanol;nitroethane;CCO;CC[N+](=O)[O-];-3.98
"1;4-dioxane";nitroethane;C1COCCO1;CC[N+](=O)[O-];-5.28
2-butanone;nitroethane;CCC(=O)C;CC[N+](=O)[O-];-4.73
nitroethane;nitroethane;CC[N+](=O)[O-];CC[N+](=O)[O-];-5.53
nitromethane;nitroethane;C[N+](=O)[O-];CC[N+](=O)[O-];-5.35
n-octane;nitromethane;CCCCCCCC;C[N+](=O)[O-];-3.15
toluene;nitromethane;CC1=CC=CC=C1;C[N+](=O)[O-];-4.52
ethanol;nitromethane;CCO;C[N+](=O)[O-];-4.16
"1;4-dioxane";nitromethane;C1COCCO1;C[N+](=O)[O-];-5.46
2-butanone;nitromethane;CCC(=O)C;C[N+](=O)[O-];-4.72
nitromethane;nitromethane;C[N+](=O)[O-];C[N+](=O)[O-];-5.38
g-butyrolactone;nitromethane;C1CC(=O)OC1;C[N+](=O)[O-];-5.45
methanol;nonane;CO;CCCCCCCCC;-1.29
ethanol;nonane;CCO;CCCCCCCCC;-2.15
1-propanol;nonane;CCCO;CCCCCCCCC;-2.76
1-butanol;nonane;CCCCO;CCCCCCCCC;-3.77
1-pentanol;nonane;CCCCCO;CCCCCCCCC;-3.92
phenol;nonane;C1=CC=C(C=C1)O;CCCCCCCCC;-5.6
1-hexanol;nonane;CCCCCCO;CCCCCCCCC;-4.97
o-cresol;nonane;CC1=CC=CC=C1O;CCCCCCCCC;-6.2
1-heptanol;nonane;CCCCCCCO;CCCCCCCCC;-5.62
2-butanone;nonane;CCC(=O)C;CCCCCCCCC;-3.2
2-pentanone;nonane;CCCC(=O)C;CCCCCCCCC;-3.97
2-hexanone;nonane;CCCCC(=O)C;CCCCCCCCC;-4.59
"3;3-dimethylbutanone";nonane;CC(=O)C(C)(C)C;CCCCCCCCC;-4.19
2-heptanone;nonane;CCCCCC(=O)C;CCCCCCCCC;-5.24
methylacetate;nonane;COC(C)=O;CCCCCCCCC;-3.02
methylpropanoate;nonane;CCC(=O)OC;CCCCCCCCC;-3.5
ethylacetate;nonane;CCOC(=O)C;CCCCCCCCC;-3.45
propylacetate;nonane;CCCOC(C)=O;CCCCCCCCC;-4.07
methylpentanoate;nonane;CCCCC(=O)OC;CCCCCCCCC;-4.85
butylacetate;nonane;CCCCOC(C)=O;CCCCCCCCC;-4.69
methylhexanoate;nonane;CCCCCC(=O)OC;CCCCCCCCC;-5.51
pentylacetate;nonane;CCCCCOC(C)=O;CCCCCCCCC;-5.33
ethylamine;nonane;CCN;CCCCCCCCC;-1.98
propylamine;nonane;CCCN;CCCCCCCCC;-2.96
butylamine;nonane;CCCCN;CCCCCCCCC;-3.55
n-nonane;nonane;CCCCCCCCC;CCCCCCCCC;-5.91
benzene;nonanol;C1=CC=CC=C1;CCCCCCCCCO;-3.82
toluene;nonanol;CC1=CC=CC=C1;CCCCCCCCCO;-4.34
ethylbenzene;nonanol;CCC1=CC=CC=C1;CCCCCCCCCO;-4.61
phenol;nonanol;C1=CC=C(C=C1)O;CCCCCCCCCO;-8.61
ethylamine;nonanol;CCN;CCCCCCCCCO;-4.02
propylamine;nonanol;CCCN;CCCCCCCCCO;-4.66
butylamine;nonanol;CCCCN;CCCCCCCCCO;-5.35
2-methoxyethanol;nonanol;COCCO;CCCCCCCCCO;-5.61
p-bromophenol;nonanol;C1=CC(=CC=C1O)Br;CCCCCCCCCO;-10.36
1-nonanol;nonanol;CCCCCCCCCO;CCCCCCCCCO;-9.05
n-octane;octane;CCCCCCCC;CCCCCCCC;-5.28
toluene;octane;CC1=CC=CC=C1;CCCCCCCC;-4.82
methanol;octane;CO;CCCCCCCC;-1.29
ethanol;octane;CCO;CCCCCCCC;-2.15
1-propanol;octane;CCCO;CCCCCCCC;-2.76
1-butanol;octane;CCCCO;CCCCCCCC;-3.69
1-pentanol;octane;CCCCCO;CCCCCCCC;-4.1
phenol;octane;C1=CC=C(C=C1)O;CCCCCCCC;-5.47
1-hexanol;octane;CCCCCCO;CCCCCCCC;-4.86
o-cresol;octane;CC1=CC=CC=C1O;CCCCCCCC;-6.16
m-cresol;octane;CC1=CC(=CC=C1)O;CCCCCCCC;-5.19
p-cresol;octane;CC1=CC=C(C=C1)O;CCCCCCCC;-6.19
1-heptanol;octane;CCCCCCCO;CCCCCCCC;-5.56
acetone;octane;CC(=O)C;CCCCCCCC;-2.46
2-butanone;octane;CCC(=O)C;CCCCCCCC;-3.24
2-pentanone;octane;CCCC(=O)C;CCCCCCCC;-3.97
2-hexanone;octane;CCCCC(=O)C;CCCCCCCC;-4.6
"3;3-dimethylbutanone";octane;CC(=O)C(C)(C)C;CCCCCCCC;-4.21
2-heptanone;octane;CCCCCC(=O)C;CCCCCCCC;-5.25
methylacetate;octane;COC(C)=O;CCCCCCCC;-3.06
methylpropanoate;octane;CCC(=O)OC;CCCCCCCC;-3.57
ethylacetate;octane;CCOC(=O)C;CCCCCCCC;-3.48
propylacetate;octane;CCCOC(C)=O;CCCCCCCC;-4.09
methylpentanoate;octane;CCCCC(=O)OC;CCCCCCCC;-4.86
butylacetate;octane;CCCCOC(C)=O;CCCCCCCC;-4.8
methylhexanoate;octane;CCCCCC(=O)OC;CCCCCCCC;-5.53
pentylacetate;octane;CCCCCOC(C)=O;CCCCCCCC;-5.36
ethylamine;octane;CCN;CCCCCCCC;-2.04
propylamine;octane;CCCN;CCCCCCCC;-3
butylamine;octane;CCCCN;CCCCCCCC;-3.44
diethylamine;octane;CCNCC;CCCCCCCC;-3.42
2-methylpyrazine;octane;CC1=NC=CN=C1;CCCCCCCC;-4.7
aniline;octane;C1=CC=C(C=C1)N;CCCCCCCC;-4.84
1-nitropropane;octane;CCC[N+](=O)[O-];CCCCCCCC;-3.95
2-ethylpyrazine;octane;CCC1=NC=CN=C1;CCCCCCCC;-5.51
2-methylaniline;octane;CC1=CC=CC=C1N;CCCCCCCC;-6.06
3-methylaniline;octane;CC1=CC(=CC=C1)N;CCCCCCCC;-6.15
4-methylaniline;octane;CC1=CC=C(C=C1)N;CCCCCCCC;-6
methane;octanol;C;CCCCCCCCO;0.51
ethane;octanol;CC;CCCCCCCCO;-0.64
n-propane;octanol;CCC;CCCCCCCCO;-1.26
n-butane;octanol;CCCC;CCCCCCCCO;-1.86
n-pentane;octanol;CCCCC;CCCCCCCCO;-2.45
n-hexane;octanol;CCCCCC;CCCCCCCCO;-3.01
n-heptane;octanol;CCCCCCC;CCCCCCCCO;-3.74
n-octane;octanol;CCCCCCCC;CCCCCCCCO;-4.18
2-methylpropane;octanol;CC(C)C;CCCCCCCCO;-1.45
"2;2-dimethylpropane";octanol;CC(C)(C)C;CCCCCCCCO;-1.74
cyclopropane;octanol;C1CC1;CCCCCCCCO;-1.6
cyclopentane;octanol;C1CCCC1;CCCCCCCCO;-2.65
cyclohexane;octanol;C1CCCCC1;CCCCCCCCO;-3.46
methylcyclohexane;octanol;CC1CCCCC1;CCCCCCCCO;-3.21
ethene;octanol;C=C;CCCCCCCCO;-0.27
propene;octanol;CC=C;CCCCCCCCO;-1.14
2-methylpropene;octanol;CC(=C)C;CCCCCCCCO;-2.03
1-butene;octanol;CCC=C;CCCCCCCCO;-1.89
1-hexene;octanol;CCCCC=C;CCCCCCCCO;-2.94
ethyne;octanol;C#C;CCCCCCCCO;-0.51
propyne;octanol;CC#C;CCCCCCCCO;-1.59
1-pentyne;octanol;CCCC#C;CCCCCCCCO;-2.79
1-hexyne;octanol;CCCCC#C;CCCCCCCCO;-3.43
benzene;octanol;C1=CC=CC=C1;CCCCCCCCO;-3.72
toluene;octanol;CC1=CC=CC=C1;CCCCCCCCO;-4.55
ethylbenzene;octanol;CCC1=CC=CC=C1;CCCCCCCCO;-5.08
o-xylene;octanol;CC1=CC=CC=C1C;CCCCCCCCO;-5.07
m-xylene;octanol;CC1=CC(=CC=C1)C;CCCCCCCCO;-5.25
p-xylene;octanol;CC1=CC=C(C=C1)C;CCCCCCCCO;-5.19
naphthalene;octanol;C1=CC=C2C=CC=CC2=C1;CCCCCCCCO;-6.97
anthracene;octanol;C1=CC=C2C=C3C=CC=CC3=CC2=C1;CCCCCCCCO;-10.47
methanol;octanol;CO;CCCCCCCCO;-3.87
ethanol;octanol;CCO;CCCCCCCCO;-4.36
"1;2-ethanediol";octanol;C(CO)O;CCCCCCCCO;-7.44
1-propanol;octanol;CCCO;CCCCCCCCO;-5.02
isopropanol;octanol;CC(C)O;CCCCCCCCO;-4.62
1-butanol;octanol;CCCCO;CCCCCCCCO;-5.71
t-butanol;octanol;CC(C)(C)O;CCCCCCCCO;-4.78
1-pentanol;octanol;CCCCCO;CCCCCCCCO;-6.4
phenol;octanol;C1=CC=C(C=C1)O;CCCCCCCCO;-8.69
1-hexanol;octanol;CCCCCCO;CCCCCCCCO;-7.06
o-cresol;octanol;CC1=CC=CC=C1O;CCCCCCCCO;-8.49
m-cresol;octanol;CC1=CC(=CC=C1)O;CCCCCCCCO;-8.2
p-cresol;octanol;CC1=CC=C(C=C1)O;CCCCCCCCO;-8.84
1-heptanol;octanol;CCCCCCCO;CCCCCCCCO;-7.75
1-decanol;octanol;CCCCCCCCCCO;CCCCCCCCO;-9.88
dimethylether;octanol;COC;CCCCCCCCO;-2.06
tetrahydrofuran;octanol;C1CCOC1;CCCCCCCCO;-3.93
"1;4-dioxane";octanol;C1COCCO1;CCCCCCCCO;-4.89
diethylether;octanol;CCOCC;CCCCCCCCO;-2.89
methylpropylether;octanol;CCCOC;CCCCCCCCO;-3.63
methylisopropylether;octanol;COC(C)C;CCCCCCCCO;-4.64
"1;2-dimethoxyethane";octanol;COCCOC;CCCCCCCCO;-4.55
t-butylmethylether;octanol;CC(C)(C)OC;CCCCCCCCO;-3.49
anisole;octanol;COC1=CC=CC=C1;CCCCCCCCO;-5.47
formaldehyde;octanol;C=O;CCCCCCCCO;-3.23
propanal;octanol;CCC=O;CCCCCCCCO;-4.13
butanal;octanol;CCCC=O;CCCCCCCCO;-4.62
benzaldehyde;octanol;C1=CC=C(C=C1)C=O;CCCCCCCCO;-6.13
acetone;octanol;CC(=O)C;CCCCCCCCO;-3.15
2-butanone;octanol;CCC(=O)C;CCCCCCCCO;-3.78
cyclopentanone;octanol;C1CCC(=O)C1;CCCCCCCCO;-5.01
2-pentanone;octanol;CCCC(=O)C;CCCCCCCCO;-4.35
3-pentanone;octanol;CCC(=O)CC;CCCCCCCCO;-4.36
2-hexanone;octanol;CCCCC(=O)C;CCCCCCCCO;-5.02
"3;3-dimethylbutanone";octanol;CC(=O)C(C)(C)C;CCCCCCCCO;-4.53
2-heptanone;octanol;CCCCCC(=O)C;CCCCCCCCO;-5.65
acetophenone;octanol;CC(=O)C1=CC=CC=C1;CCCCCCCCO;-6.74
aceticacid;octanol;CC(O)=O;CCCCCCCCO;-6.35
propanoicacid;octanol;CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl;CCCCCCCCO;-6.86
butanoicacid;octanol;C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO;CCCCCCCCO;-7.58
pentanoicacid;octanol;CCCCC(O)=O;CCCCCCCCO;-8.22
hexanoicacid;octanol;C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl;CCCCCCCCO;-8.82
methylformate;octanol;COC=O;CCCCCCCCO;-2.82
methylacetate;octanol;COC(C)=O;CCCCCCCCO;-3.54
methylpropanoate;octanol;CCC(=O)OC;CCCCCCCCO;-4.06
ethylacetate;octanol;CCOC(=O)C;CCCCCCCCO;-4.06
methylbutanoate;octanol;CCCC(=O)OC;CCCCCCCCO;-4.59
propylacetate;octanol;CCCOC(C)=O;CCCCCCCCO;-4.55
methylpentanoate;octanol;CCCCC(=O)OC;CCCCCCCCO;-5.13
butylacetate;octanol;CCCCOC(C)=O;CCCCCCCCO;-4.96
ethylamine;octanol;CCN;CCCCCCCCO;-4.09
propylamine;octanol;CCCN;CCCCCCCCO;-4.77
trimethylamine;octanol;CN(C)C;CCCCCCCCO;-3.6
piperazine;octanol;C1CNCCN1;CCCCCCCCO;-5.8
butylamine;octanol;CCCCN;CCCCCCCCO;-5.33
diethylamine;octanol;CCNCC;CCCCCCCCO;-4.75
dipropylamine;octanol;CCCNCCC;CCCCCCCCO;-6.02
pyridine;octanol;C1=CC=NC=C1;CCCCCCCCO;-5.34
2-methylpyrazine;octanol;CC1=NC=CN=C1;CCCCCCCCO;-5.87
aniline;octanol;C1=CC=C(C=C1)N;CCCCCCCCO;-6.71
2-methylpyridine;octanol;CC1=CC=CC=N1;CCCCCCCCO;-6.14
3-methylpyridine;octanol;CC1=CN=CC=C1;CCCCCCCCO;-6.4
4-methylpyridine;octanol;CC1=CC=NC=C1;CCCCCCCCO;-6.6
N-methylaniline;octanol;CNC1=CC=CC=C1;CCCCCCCCO;-6.94
acetonitrile;octanol;CC#N;CCCCCCCCO;-3.15
propionitrile;octanol;CCC#N;CCCCCCCCO;-3.66
butanonitrile;octanol;CCCC#N;CCCCCCCCO;-4.25
benzonitrile;octanol;C1=CC=C(C=C1)C#N;CCCCCCCCO;-6.09
nitroethane;octanol;CC[N+](=O)[O-];CCCCCCCCO;-3.93
1-nitropropane;octanol;CCC[N+](=O)[O-];CCCCCCCCO;-4.44
2-nitropropane;octanol;CC(C)[N+](=O)[O-];CCCCCCCCO;-4.23
1-nitrobutane;octanol;CCCC[N+](=O)[O-];CCCCCCCCO;-5.11
nitrobenzene;octanol;C1=CC=C(C=C1)[N+](=O)[O-];CCCCCCCCO;-6.63
2-methyl-1-nitrobenzene;octanol;CC1=CC=CC=C1[N+](=O)[O-];CCCCCCCCO;-6.8
1-propanethiol;octanol;CCCS;CCCCCCCCO;-3.52
thiophenol;octanol;C1=CC=C(C=C1)S;CCCCCCCCO;-5.99
dimethyldisulfide;octanol;CSSC;CCCCCCCCO;-4.24
diethylsulfide;octanol;CCSCC;CCCCCCCCO;-4.09
thioanisole;octanol;CSC1=CC=CC=C1;CCCCCCCCO;-6.47
allylalcohol;octanol;OCC=C;CCCCCCCCO;-5.27
2-methoxyethanol;octanol;COCCO;CCCCCCCCO;-5.83
morpholine;octanol;C1COCCN1;CCCCCCCCO;-5.99
m-hydroxybenzaldehyde;octanol;C1=CC(=CC(=C1)O)C=O;CCCCCCCCO;-11.39
p-hydroxybenzaldehyde;octanol;C1=CC(=CC=C1C=O)O;CCCCCCCCO;-12.36
3-ethyl-2-methoxypyrazine;octanol;CCC1=NC=CN=C1OC;CCCCCCCCO;-6.85
"1;1-difluoroethane";octanol;CC(F)F;CCCCCCCCO;-1.13
fluorobenzene;octanol;C1=CC=C(C=C1)F;CCCCCCCCO;-3.87
dichloromethane;octanol;C(Cl)Cl;CCCCCCCCO;-3.07
chloroform;octanol;C(Cl)(Cl)Cl;CCCCCCCCO;-3.81
chloroethane;octanol;CCCl;CCCCCCCCO;-2.58
"1;1;1-trichloroethane";octanol;CC(Cl)(Cl)Cl;CCCCCCCCO;-3.69
"1;1;2-trichloroethane";octanol;C(C(Cl)Cl)Cl;CCCCCCCCO;-4.53
1-chloropropane;octanol;CCCCl;CCCCCCCCO;-3.06
2-chloropropane;octanol;CC(C)Cl;CCCCCCCCO;-2.84
"Z-1;2-dichloroethene";octanol;C(=C\Cl)\Cl;CCCCCCCCO;-3.71
"E-1;2-dichloroethene";octanol;C(=C/Cl)\Cl;CCCCCCCCO;-3.61
trichloroethene;octanol;C(=C(Cl)Cl)Cl;CCCCCCCCO;-3.75
chlorobenzene;octanol;C1=CC=C(C=C1)Cl;CCCCCCCCO;-5
"1;2-dichlorobenzene";octanol;C1=CC=C(C(=C1)Cl)Cl;CCCCCCCCO;-6.01
"1;4-dichlorobenzene";octanol;C1=CC(=CC=C1Cl)Cl;CCCCCCCCO;-5.67
bromomethane;octanol;CBr;CCCCCCCCO;-2.43
dibromomethane;octanol;C(Br)Br;CCCCCCCCO;-4.18
bromoform;octanol;C(Br)(Br)Br;CCCCCCCCO;-5.62
bromoethane;octanol;CCBr;CCCCCCCCO;-2.9
1-bromopropane;octanol;CCCBr;CCCCCCCCO;-3.42
2-bromopropane;octanol;CC(C)Br;CCCCCCCCO;-3.4
1-bromobutane;octanol;CCCCBr;CCCCCCCCO;-4.16
1-bromopentane;octanol;CCCCCBr;CCCCCCCCO;-4.68
bromobenzene;octanol;C1=CC=C(C=C1)Br;CCCCCCCCO;-5.46
p-dibromobenzene;octanol;C1=CC(=CC=C1Br)Br;CCCCCCCCO;-7.47
bromotrifluoromethane;octanol;C(F)(F)(F)Br;CCCCCCCCO;-0.75
chlorodifluoromethane;octanol;C(F)(F)Cl;CCCCCCCCO;-1.97
tetrafluoromethane;octanol;C(F)(F)(F)F;CCCCCCCCO;1.5
"1-bromo-1-chloro-2;2;2-trifluoroethane";octanol;C(C(F)(F)F)(Cl)Br;CCCCCCCCO;-3.27
tetrachloroethene;octanol;C(=C(Cl)Cl)(Cl)Cl;CCCCCCCCO;-4.24
"1;1;2-trichloro-1;2;2-trifluoroethane";octanol;C(C(F)(Cl)Cl)(F)(F)Cl;CCCCCCCCO;-2.54
"2;2;2-trifluoroethanol";octanol;C(C(F)(F)F)O;CCCCCCCCO;-4.81
"1;1-dichloro-2;2-difluoroethylmethylether";octanol;FC(F)CC(Cl)(Cl)OC(Cl)(Cl)CC(F)F;CCCCCCCCO;-4.02
"1;1;1-trifluoropropan-2-ol";octanol;CC(C(F)(F)F)O;CCCCCCCCO;-5.12
"1;1;1;3;3;3-hexafluoropropan-2-ol";octanol;C(C(F)(F)F)(C(F)(F)F)O;CCCCCCCCO;-5.76
p-bromophenol;octanol;C1=CC(=CC=C1O)Br;CCCCCCCCO;-10.59
water;octanol;O;CCCCCCCCO;-4.43
trimethylphosphate;octanol;COP(=O)(OC)OC;CCCCCCCCO;-7.81
triethylphosphate;octanol;CCOP(=O)(OCC)OCC;CCCCCCCCO;-8.88
tripropylphosphate;octanol;CCCO[P](=O)(OCCC)OCCC;CCCCCCCCO;-8.65
piperidine;octanol;C1CCNCC1;CCCCCCCCO;-6.27
methylamine;octanol;CN;CCCCCCCCO;-3.78
hydrazine;octanol;NN;CCCCCCCCO;-3.44
2-ethylpyrazine;octanol;CCC1=NC=CN=C1;CCCCCCCCO;-6.4
1-octanol;octanol;CCCCCCCCO;CCCCCCCCO;-8.13
2-octanone;octanol;CCCCCCC(=O)C;CCCCCCCCO;-6.38
methylbenzoate;octanol;COC(=O)C1=CC=CC=C1;CCCCCCCCO;-7.26
tetrahydropyran;octanol;C1CCOCC1;CCCCCCCCO;-4.21
thiophene;octanol;C1=CSC=C1;CCCCCCCCO;-3.89
ethylphenylether;octanol;CCOc1ccccc1;CCCCCCCCO;-5.65
hydrogen;octanol;[HH];CCCCCCCCO;1.76
"1;1-dimethyl-3-phenylurea";octanol;CN(C)C(=O)NC1=CC=CC=C1;CCCCCCCCO;-13.12
9-methyladenine;octanol;CN1C=NC2=C(N=CN=C21)N;CCCCCCCCO;-13.56
"2;2'-dichlorobiphenyl";octanol;C1=CC=C(C(=C1)C2=CC=CC=C2Cl)Cl;CCCCCCCCO;-9.41
"2;3-dichlorobiphenyl";octanol;C1=CC=C(C=C1)C2=C(C(=CC=C2)Cl)Cl;CCCCCCCCO;-9.23
"2;2';3'-trichlorobiphenyl";octanol;Clc1cccc(c1Cl)c2ccccc2Cl;CCCCCCCCO;-9.12
3-bromopropene;octanol;C=CCBr;CCCCCCCCO;-3.3
bromotoluene;octanol;CC1=CC=CC=C1Br;CCCCCCCCO;-6.36
difluorodichloromethane;octanol;C(F)(F)(Cl)Cl;CCCCCCCCO;-1.25
fluorotrichloromethane;octanol;C(F)(Cl)(Cl)Cl;CCCCCCCCO;-2.63
"2;6-dichlorobenzonitrile";octanol;C1=CC(=C(C(=C1)Cl)C#N)Cl;CCCCCCCCO;-9.18
"4-amino-3;5;6-trichloropyridine-2-carboxylicacid";octanol;Nc1c(Cl)c(Cl)nc(C(O)=O)c1Cl;CCCCCCCCO;-12.37
"diethyl2;4-dichlorophenylthiophosphate";octanol;CC[S](CC)(c1ccc(Cl)cc1Cl)=[P]([O-])([O-])[O-];CCCCCCCCO;-10.87
dimethyl4-nitrophenylthiophosphate;octanol;C[S](C)(c1ccc(cc1)[N+]([O-])=O)=[P]([O-])([O-])[O-];CCCCCCCCO;-11.7
"dimethyl2;4;5-trichlorophenylthiophosphate";octanol;C[S](C)(c1cc(Cl)c(Cl)cc1Cl)=[P]([O-])([O-])[O-];CCCCCCCCO;-11.69
"dimethyl4-bromo-2;5-dichlorophenylthiophosphate";octanol;C[S](C)(c1cc(Cl)c(Br)cc1Cl)=[P]([O-])([O-])[O-];CCCCCCCCO;-12.3
diethyl4-nitrophenylthiophosphonate;octanol;CC[S](CC)=[P]([O-])([O-])c1ccc(cc1)[N+]([O-])=O;CCCCCCCCO;-11.31
ethyl4-cyanophenylphenylthiophosphonate;octanol;CC[S](c1ccc(cc1)C#N)=[P]([O-])([O-])c2ccccc2;CCCCCCCCO;-11.06
nitromethane;octanol;C[N+](=O)[O-];CCCCCCCCO;-3.51
"N;N-dimethylformamide";octanol;CN(C)C=O;CCCCCCCCO;-6.14
N-methylformamide;octanol;CNC=O;CCCCCCCCO;-6.97
"N;N-dimethylacetamide";octanol;CC(=O)N(C)C;CCCCCCCCO;-7.48
4-ethylpyridine;octanol;CCC1=CC=NC=C1;CCCCCCCCO;-7.8
pyrrole;octanol;C1=CNC=C1;CCCCCCCCO;-5.28
quinoline;octanol;C1=CC=C2C(=C1)C=CC=N2;CCCCCCCCO;-8.43
g-butyrolactone;octanol;C1CC(=O)OC1;CCCCCCCCO;-6.83
tetramethylsilane;octanol;C[Si](C)(C)C;CCCCCCCCO;-1.79
methylhydrazine;octanol;CNN;CCCCCCCCO;-3.88
urea;octanol;C(=O)(N)N;CCCCCCCCO;-10.93
benzamide;octanol;C1=CC=C(C=C1)C(=O)N;CCCCCCCCO;-11.77
2-methylaniline;octanol;CC1=CC=CC=C1N;CCCCCCCCO;-7.36
3-methylaniline;octanol;CC1=CC(=CC=C1)N;CCCCCCCCO;-7.57
4-methylaniline;octanol;CC1=CC=C(C=C1)N;CCCCCCCCO;-7.44
formamide;octanol;C(=O)N;CCCCCCCCO;-7.8
2-pyrrolidinone;octanol;C1CC(=O)NC1;CCCCCCCCO;-8.85
N-methyl-2-pyrrolidinone;octanol;CN1CCCC1=O;CCCCCCCCO;-8.63
uracil;octanol;C1=CNC(=O)NC1=O;CCCCCCCCO;-15.13
5-fluorouracil;octanol;C1=C(C(=O)NC(=O)N1)F;CCCCCCCCO;-15.71
5-trifluoromethyluracil;octanol;C1=C(C(=O)NC(=O)N1)C(F)(F)F;CCCCCCCCO;-15.51
