Solute,Solvent,SoluteSMILES,SolventSMILES,DeltaGsolv
tetralin,tetralin,C1CCC2=CC=CC=C2C1,C1CCC2=CC=CC=C2C1,-7.55
1-chloropentane,water,CCCCCCl,O,0.07
2-chlorobutane,water,CCC(C)Cl,O,0.07
1-pentanol,octane,CCCCCO,CCCCCCCC,-4.1
naphthalene,diethylether,C1=CC=C2C=CC=CC2=C1,CCOCC,-7.25
dichloromethane,water,C(Cl)Cl,O,-1.36
diethylamine,octanol,CCNCC,CCCCCCCCO,-4.75
phthalimide,water,C1=CC=C2C(=C1)C(=O)NC2=O,O,-9.61
butylparaben,water,CCCCOC(=O)C1=CC=C(C=C1)O,O,-8.72
m-xylene,diethylether,CC1=CC(=CC=C1)C,CCOCC,-5.56
5-chlorouracil,octanol,C1=C(C(=O)NC(=O)N1)Cl,CCCCCCCCO,-17.26
5-bromouracil,ethylacetate,C1=C(C(=O)NC(=O)N1)Br,CCOC(=O)C,-17.93
2-methylpropene,octanol,CC(=C)C,CCCCCCCCO,-2.03
1-hexanol,bromobenzene,CCCCCCO,C1=CC=C(C=C1)Br,-5.92
anthracene,heptane,C1=CC=C2C=C3C=CC=CC3=CC2=C1,CCCCCCC,-10.0
2;6-dimethylpyridine,cyclohexane,CC1=NC(=CC=C1)C,C1CCCCC1,-5.51
hydrogenperoxide,butylacetate,OO,CCCCOC(C)=O,-6.76
methylacetate,perfluorobenzene,COC(C)=O,C1(=C(C(=C(C(=C1F)F)F)F)F)F,-4.23
t-butanol,chloroform,CC(C)(C)O,C(Cl)(Cl)Cl,-4.48
paracetamol,water,CC(=O)NC1=CC=C(C=C1)O,O,-14.83
2-hexanone,hexadecane,CCCCC(=O)C,CCCCCCCCCCCCCCCC,-4.45
trimethylphosphate,cyclohexane,COP(=O)(OC)OC,C1CCCCC1,-5.67
phenol,mesitylene,C1=CC=C(C=C1)O,CC1=CC(=CC(=C1)C)C,-6.8
phenol,hexadecane,C1=CC=C(C=C1)O,CCCCCCCCCCCCCCCC,-5.14
hexanoicacid,diisopropylether,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,CC(C)OC(C)C,-8.23
2;2';3'-trichlorobiphenyl,water,Clc1cccc(c1Cl)c2ccccc2Cl,O,-1.99
n-propane,cyclohexane,CCC,C1CCCCC1,-2.09
n-octane,water,CCCCCCCC,O,2.89
1;4-dioxane,diisopropylether,C1COCCO1,CC(C)OC(C)C,-4.42
p-bromophenol,hexanol,C1=CC(=CC=C1O)Br,CCCCCCO,-10.51
methylpropanoate,hexane,CCC(=O)OC,CCCCCC,-3.65
pentylacetate,trimethylbenzene,CCCCCOC(C)=O,CC1=C(C(=CC=C1)C)C,-6.09
1-bromo-1;2;2;2-tetrafluoroethane,hexadecane,C(C(F)(F)F)(F)Br,CCCCCCCCCCCCCCCC,-1.87
toluene,toluene,CC1=CC=CC=C1,CC1=CC=CC=C1,-5.12
2-heptanone,perfluorobenzene,CCCCCC(=O)C,C1(=C(C(=C(C(=C1F)F)F)F)F)F,-6.15
difluorodichloromethane,cyclohexane,C(F)(F)(Cl)Cl,C1CCCCC1,-1.81
methylpentanoate,perfluorobenzene,CCCCC(=O)OC,C1(=C(C(=C(C(=C1F)F)F)F)F)F,-5.59
1;4-dioxane,aceticacid,C1COCCO1,CC(O)=O,-5.8
hexanoicacid,chloroform,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,C(Cl)(Cl)Cl,-7.51
hydrogenperoxide,water,OO,O,-8.58
diethylamine,isobutanol,CCNCC,CC(C)CO,-4.86
1-propanethiol,isooctane,CCCS,CC(C)CC(C)(C)C,-3.78
trimethylphosphate,octanol,COP(=O)(OC)OC,CCCCCCCCO,-7.81
propanoicacid,decalin,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,C1CCC2CCCCC2C1,-4.42
m-cresol,chloroform,CC1=CC(=CC=C1)O,C(Cl)(Cl)Cl,-6.7
2-butanone,chlorohexane,CCC(=O)C,CCCCCCCl,-4.1
2-hexanone,cyclohexane,CCCCC(=O)C,C1CCCCC1,-4.77
ethylamine,butanol,CCN,CCCCO,-4.5
2-pentanone,heptane,CCCC(=O)C,CCCCCCC,-4.07
triethylphosphate,hexane,CCOP(=O)(OCC)OCC,CCCCCC,-6.78
benzonitrile,water,C1=CC=C(C=C1)C#N,O,-4.1
1-butanol,hexadecane,CCCCO,CCCCCCCCCCCCCCCC,-3.55
benzene,heptanol,C1=CC=CC=C1,CCCCCCCO,-3.73
p-bromophenol,pentanol,C1=CC(=CC=C1O)Br,CCCCCO,-10.62
propylacetate,benzene,CCCOC(C)=O,C1=CC=CC=C1,-5.21
1;2-ethanediol,hexadecane,C(CO)O,CCCCCCCCCCCCCCCC,-2.81
aniline,hexadecane,C1=CC=C(C=C1)N,CCCCCCCCCCCCCCCC,-5.44
dimethyldisulfide,hexadecane,CSSC,CCCCCCCCCCCCCCCC,-4.84
2;4-dimethylpyridine,water,CC1=CC(=NC=C1)C,O,-4.86
butylamine,isooctane,CCCCN,CC(C)CC(C)(C)C,-3.57
1-butanol,diethylether,CCCCO,CCOCC,-5.69
E-1;2-dichloroethene,hexadecane,C(=C/Cl)\Cl,CCCCCCCCCCCCCCCC,-3.11
1-hexyne,hexadecane,CCCCC#C,CCCCCCCCCCCCCCCC,-3.42
2-butanone,octane,CCC(=O)C,CCCCCCCC,-3.24
3-methylaniline,octanol,CC1=CC(=CC=C1)N,CCCCCCCCO,-7.57
methanol,bromobenzene,CO,C1=CC=C(C=C1)Br,-2.31
1-fluorooctane,hexadecane,CCCCCCCCF,CCCCCCCCCCCCCCCC,-5.25
m-cresol,butylacetate,CC1=CC(=CC=C1)O,CCCCOC(C)=O,-8.44
4-methylaniline,xylene,CC1=CC=C(C=C1)N,CC1=CC=CC=C1C,-7.17
2-butanone,dimethylformamide,CCC(=O)C,CN(C)C=O,-4.56
1-hexanol,decane,CCCCCCO,CCCCCCCCCC,-4.97
pentylacetate,octane,CCCCCOC(C)=O,CCCCCCCC,-5.36
1-heptanol,diethylether,CCCCCCCO,CCOCC,-7.51
butylamine,hexane,CCCCN,CCCCCC,-3.62
1-butanol,isooctane,CCCCO,CC(C)CC(C)(C)C,-3.56
methanol,heptane,CO,CCCCCCC,-1.29
4-methylaniline,toluene,CC1=CC=C(C=C1)N,CC1=CC=CC=C1,-7.39
1;4-dioxane,iodobenzene,C1COCCO1,C1=CC=C(C=C1)I,-4.94
ethylamine,cyclohexane,CCN,C1CCCCC1,-2.04
chlorodifluoromethane,octanol,C(F)(F)Cl,CCCCCCCCO,-1.97
butylamine,decalin,CCCCN,C1CCC2CCCCC2C1,-3.72
hydrogen,hexadecane,[HH],CCCCCCCCCCCCCCCC,1.64
hydrogen,water,[HH],O,2.33
1-bromobutane,hexadecane,CCCCBr,CCCCCCCCCCCCCCCC,-4.24
1;4-dioxane,dimethylsulfoxide,C1COCCO1,CS(=O)C,-4.9
ammonia,pentanol,N,CCCCCO,-3.13
2;2;2-trifluoroethanol,cyclohexane,C(C(F)(F)F)O,C1CCCCC1,-1.53
1;4-dioxane,dibutylether,C1COCCO1,CCCCOCCCC,-4.37
ethane,water,CC,O,1.83
diethyl4-nitrophenylthiophosphonate,octanol,CC[S](CC)=[P]([O-])([O-])c1ccc(cc1)[N+]([O-])=O,CCCCCCCCO,-11.31
t-butanol,hexadecane,CC(C)(C)O,CCCCCCCCCCCCCCCC,-2.74
nitromethane,triethylamine,C[N+](=O)[O-],CCN(CC)CC,-3.63
ethylacetate,water,CCOC(=O)C,O,-3.1
3;5-dimethylpyridine,hexadecane,CC1=CC(=CN=C1)C,CCCCCCCCCCCCCCCC,-2.52
nitromethane,dimethylformamide,C[N+](=O)[O-],CN(C)C=O,-5.66
o-chlorotoluene,water,CC1=CC=CC=C1Cl,O,-1.15
trimethylphosphate,benzene,COP(=O)(OC)OC,C1=CC=CC=C1,-8.02
propene,octanol,CC=C,CCCCCCCCO,-1.14
piperidine,diethylether,C1CCNCC1,CCOCC,-4.82
phosphine,water,P,O,0.6
benzonitrile,hexadecane,C1=CC=C(C=C1)C#N,CCCCCCCCCCCCCCCC,-5.51
tetrachloroethene,octanol,C(=C(Cl)Cl)(Cl)Cl,CCCCCCCCO,-4.24
pyridine,pyridine,C1=CC=NC=C1,C1=CC=NC=C1,-5.47
methanol,ethylacetate,CO,CCOC(=O)C,-3.37
piperidine,benzene,C1CCNCC1,C1=CC=CC=C1,-5.03
benzaldehyde,dichloroethane,C1=CC=C(C=C1)C=O,CC(Cl)Cl,-7.23
bromoethane,water,CCBr,O,-0.7
1-propanethiol,water,CCCS,O,-1.05
1-iodobutane,water,CCCCI,O,-0.25
aceticacid,dibutylether,CC(O)=O,CCCCOCCCC,-5.21
diethylamine,chloroform,CCNCC,C(Cl)(Cl)Cl,-5.23
n-octane,carbondisulfide,CCCCCCCC,C(=S)=S,-5.68
1-heptanol,dichloroethane,CCCCCCCO,CC(Cl)Cl,-6.79
1;1;1;3;3;3-hexafluoropropan-2-ol,water,C(C(F)(F)F)(C(F)(F)F)O,O,-3.77
nitrobenzene,heptane,C1=CC=C(C=C1)[N+](=O)[O-],CCCCCCC,-6.14
toluene,ethoxybenzene,CC1=CC=CC=C1,CCOC1=CC=CC=C1,-4.99
3;3-dimethylbutanone,ethylbenzene,CC(=O)C(C)(C)C,CCC1=CC=CC=C1,-4.92
2-butanone,aniline,CCC(=O)C,C1=CC=C(C=C1)N,-4.87
toluene,methylformamide,CC1=CC=CC=C1,CNC=O,-4.34
ethanol,fluorobenzene,CCO,C1=CC=C(C=C1)F,-3.45
1-hexene,hexadecane,CCCCC=C,CCCCCCCCCCCCCCCC,-3.51
propylamine,ethylbenzene,CCCN,CCC1=CC=CC=C1,-3.44
p-hydroxybenzaldehyde,diisopropylether,C1=CC(=CC=C1C=O)O,CC(C)OC(C)C,-11.63
fluorobenzene,hexane,C1=CC=C(C=C1)F,CCCCCC,-4.15
2;2;2-trifluoroethanol,hexadecane,C(C(F)(F)F)O,CCCCCCCCCCCCCCCC,-1.67
2-butanone,2methylpyridine,CCC(=O)C,Cc1ccccn1,-4.52
methylhydrazine,water,CNN,O,-5.31
naphthalene,hexadecane,C1=CC=C2C=CC=CC2=C1,CCCCCCCCCCCCCCCC,-7.29
m-hydroxybenzaldehyde,octanol,C1=CC(=CC(=C1)O)C=O,CCCCCCCCO,-11.39
thiophene,water,C1=CSC=C1,O,-1.42
methylpropanoate,butylbenzene,CCC(=O)OC,CCCCC1=CC=CC=C1,-4.19
dipropylamine,water,CCCNCCC,O,-3.66
p-cresol,decanol,CC1=CC=C(C=C1)O,CCCCCCCCCCO,-8.91
n-pentane,cyclohexane,CCCCC,C1CCCCC1,-3.5
p-xylene,hexadecane,CC1=CC=C(C=C1)C,CCCCCCCCCCCCCCCC,-5.24
2;6-dimethylpyridine,hexadecane,CC1=NC(=CC=C1)C,CCCCCCCCCCCCCCCC,-5.27
propanoicacid,xylene,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,CC1=CC=CC=C1C,-4.72
1-hexanol,ethylacetate,CCCCCCO,CCOC(=O)C,-6.92
triethylphosphate,dichloroethane,CCOP(=O)(OCC)OCC,CC(Cl)Cl,-9.59
iodobenzene,octanol,C1=CC=C(C=C1)I,CCCCCCCCO,-6.18
methylpropanoate,chlorobenzene,CCC(=O)OC,C1=CC=C(C=C1)Cl,-4.55
p-cresol,methylenechloride,CC1=CC=C(C=C1)O,C(Cl)Cl,-7.71
propylamine,water,CCCN,O,-4.39
trimethylamine,chlorobenzene,CN(C)C,C1=CC=C(C=C1)Cl,-2.82
nitromethane,benzylalcohol,C[N+](=O)[O-],C1=CC=C(C=C1)CO,-4.53
3;4-dimethylpyridine,hexadecane,CC1=C(C=NC=C1)C,CCCCCCCCCCCCCCCC,-2.58
pyridine,hexane,C1=CC=NC=C1,CCCCCC,-3.81
methanol,decane,CO,CCCCCCCCCC,-1.29
methylpropanoate,pentadecane,CCC(=O)OC,CCCCCCCCCCCCCCC,-3.35
5-bromouracil,octanol,C1=C(C(=O)NC(=O)N1)Br,CCCCCCCCO,-17.88
nitromethane,aniline,C[N+](=O)[O-],C1=CC=C(C=C1)N,-5.11
methanol,ethylbenzene,CO,CCC1=CC=CC=C1,-1.43
1-hexene,water,CCCCC=C,O,1.68
acetonitrile,diethylether,CC#N,CCOCC,-3.59
propylacetate,secbutylbenzene,CCCOC(C)=O,CCC(C)C1=CC=CC=C1,-4.62
1-propanol,ethylacetate,CCCO,CCOC(=O)C,-4.9
nitromethane,methylformamide,C[N+](=O)[O-],CNC=O,-5.11
bromoform,hexadecane,C(Br)(Br)Br,CCCCCCCCCCCCCCCC,-5.16
n-hexane,hexadecyliodide,CCCCCC,CCCCCCCCCCCCCCCCI,-3.26
2-butanone,cyclohexane,CCC(=O)C,C1CCCCC1,-3.48
nitromethane,toluene,C[N+](=O)[O-],CC1=CC=CC=C1,-4.31
n-propane,hexadecane,CCC,CCCCCCCCCCCCCCCC,-1.43
m-cresol,dichloroethane,CC1=CC(=CC=C1)O,CC(Cl)Cl,-6.91
tripropylphosphate,chloroform,CCCO[P](=O)(OCCC)OCCC,C(Cl)(Cl)Cl,-11.11
bromobenzene,cyclohexane,C1=CC=C(C=C1)Br,C1CCCCC1,-5.29
2-methyl-1-nitrobenzene,water,CC1=CC=CC=C1[N+](=O)[O-],O,-3.59
4-methylaniline,chlorobenzene,CC1=CC=C(C=C1)N,C1=CC=C(C=C1)Cl,-7.54
n-octane,aceticacid,CCCCCCCC,CC(O)=O,-3.93
n-octane,diethylether,CCCCCCCC,CCOCC,-5.62
ethanol,acetophenone,CCO,CC(=O)C1=CC=CC=C1,-4.12
butylamine,tetrahydrothiophenedioxide,CCCCN,O=[S]1(=O)CCCC1,-4.25
1-hexanol,heptane,CCCCCCO,CCCCCCC,-4.89
3;4-dimethylpyridine,water,CC1=C(C=NC=C1)C,O,-5.22
nitromethane,ethoxybenzene,C[N+](=O)[O-],CCOC1=CC=CC=C1,-4.45
nitromethane,cyclohexane,C[N+](=O)[O-],C1CCCCC1,-2.86
tetrahydropyran,chloroform,C1CCOCC1,C(Cl)(Cl)Cl,-5.84
methylacetate,heptane,COC(C)=O,CCCCCCC,-2.97
2-butanone,tetrahydrofuran,CCC(=O)C,C1CCOC1,-4.54
pentylacetate,toluene,CCCCCOC(C)=O,CC1=CC=CC=C1,-6.41
2-butanone,cyclohexanone,CCC(=O)C,C1CCC(=O)CC1,-4.42
naphthalene,diisopropylether,C1=CC=C2C=CC=CC2=C1,CC(C)OC(C)C,-7.24
paracetamol,octanol,CC(=O)NC1=CC=C(C=C1)O,CCCCCCCCO,-15.46
1-iodopropane,water,CCCI,O,-0.59
ethylamine,hexadecane,CCN,CCCCCCCCCCCCCCCC,-2.29
acetophenone,hexane,CC(=O)C1=CC=CC=C1,CCCCCC,-6.05
o-cresol,butylacetate,CC1=CC=CC=C1O,CCCCOC(C)=O,-8.9
butylamine,tetrachloroethene,CCCCN,C(=C(Cl)Cl)(Cl)Cl,-4.49
1-heptanol,nonane,CCCCCCCO,CCCCCCCCC,-5.62
chlorobenzene,undecane,C1=CC=C(C=C1)Cl,CCCCCCCCCCC,-5.12
1;1-dichloro-2;2-difluoroethylmethylether,hexadecane,FC(F)CC(Cl)(Cl)OC(Cl)(Cl)CC(F)F,CCCCCCCCCCCCCCCC,-3.9
N;N-dimethylacetamide,dimethylacetamide,CC(=O)N(C)C,CC(=O)N(C)C,-6.77
ethanol,nonane,CCO,CCCCCCCCC,-2.15
ethanol,bromobenzene,CCO,C1=CC=C(C=C1)Br,-3.26
5-trifluoromethyluracil,octanol,C1=C(C(=O)NC(=O)N1)C(F)(F)F,CCCCCCCCO,-15.51
phenol,dibromoethane,C1=CC=C(C=C1)O,CC(Br)Br,-7.22
phenylformate,water,[O-]C(=O)c1ccccc1,O,-3.82
pentylacetate,isopropyltoluene,CCCCCOC(C)=O,CC1=CC=C(C=C1)C(C)C,-6.02
iodobenzene,decalin,C1=CC=C(C=C1)I,C1CCC2CCCCC2C1,-5.96
1-pentanol,pentanol,CCCCCO,CCCCCO,-7.92
pentanoicacid,secbutanol,CCCCC(O)=O,CCC(C)O,-7.61
nitromethane,benzene,C[N+](=O)[O-],C1=CC=CC=C1,-4.5
butylacetate,xylene,CCCCOC(C)=O,CC1=CC=CC=C1C,-5.4
1-hexanol,water,CCCCCCO,O,-4.36
2-methylpentane,hexadecane,CCCC(C)C,CCCCCCCCCCCCCCCC,-3.48
phenol,bromoform,C1=CC=C(C=C1)O,C(Br)(Br)Br,-6.88
thiophene,hexadecane,C1=CSC=C1,CCCCCCCCCCCCCCCC,-4.01
ethyne,hexadecane,C#C,CCCCCCCCCCCCCCCC,-0.2
1-pentanol,diethylether,CCCCCO,CCOCC,-6.11
nitromethane,decane,C[N+](=O)[O-],CCCCCCCCCC,-2.81
1;4-dioxane,bromoethane,C1COCCO1,CCBr,-5.39
2-heptanone,chlorobenzene,CCCCCC(=O)C,C1=CC=C(C=C1)Cl,-6.46
pentylacetate,hexadecane,CCCCCOC(C)=O,CCCCCCCCCCCCCCCC,-5.2
4-amino-3;5;6-trichloropyridine-2-carboxylicacid,water,Nc1c(Cl)c(Cl)nc(C(O)=O)c1Cl,O,-11.96
pyridine,hexadecane,C1=CC=NC=C1,CCCCCCCCCCCCCCCC,-4.1
ethylamine,hexanol,CCN,CCCCCCO,-4.2
ammonia,4methyl2pentanone,N,CC(C)CC(C)=O,-2.52
pentylacetate,xylene,CCCCCOC(C)=O,CC1=CC=CC=C1C,-6.19
p-cresol,decalin,CC1=CC=C(C=C1)O,C1CCC2CCCCC2C1,-5.68
aceticacid,dichloroethane,CC(O)=O,CC(Cl)Cl,-4.89
m-hydroxybenzaldehyde,water,C1=CC(=CC(=C1)O)C=O,O,-9.51
1-bromobutane,water,CCCCBr,O,-0.41
1-hexyne,octanol,CCCCC#C,CCCCCCCCO,-3.43
ethylbenzene,heptanol,CCC1=CC=CC=C1,CCCCCCCO,-4.58
2;6-dimethylpyridine,dimethylpyridine,CC1=NC(=CC=C1)C,CC1=C(N=CC=C1)C,-6.04
ethanol,butanone,CCO,CCC(=O)C,-4.46
2;6-dimethylpyridine,water,CC1=NC(=CC=C1)C,O,-4.6
toluene,propanol,CC1=CC=CC=C1,CCCO,-4.47
2-heptanone,xylene,CCCCCC(=O)C,CC1=CC=CC=C1C,-6.15
methanethiol,water,CS,O,-1.24
diflunisal,octanol,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,CCCCCCCCO,-15.46
aceticacid,hexadecane,CC(O)=O,CCCCCCCCCCCCCCCC,-2.39
acetone,cyclohexane,CC(=O)C,C1CCCCC1,-2.67
5-fluorouracil,heptane,C1=C(C(=O)NC(=O)N1)F,CCCCCCC,-11.28
methylpentanoate,xylene,CCCCC(=O)OC,CC1=CC=CC=C1C,-5.61
2-methylpyrazine,dibutylether,CC1=NC=CN=C1,CCCCOCCCC,-5.12
acetamide,water,CC(=O)N,O,-9.71
p-hydroxybenzaldehyde,hexane,C1=CC(=CC=C1C=O)O,CCCCCC,-9.18
diiodomethane,hexadecane,C(I)I,CCCCCCCCCCCCCCCC,-5.26
o-cresol,nonane,CC1=CC=CC=C1O,CCCCCCCCC,-6.2
1;1;1-trichloroethane,water,CC(Cl)(Cl)Cl,O,-0.25
1-decanol,octanol,CCCCCCCCCCO,CCCCCCCCO,-9.88
3-methoxybenzoicacid,water,COC1=CC=CC(=C1)C(=O)O,O,-8.93
p-cresol,isooctane,CC1=CC=C(C=C1)O,CC(C)CC(C)(C)C,-5.59
1;1-diacetoxyethane,water,CC(OC(=O)C)OC(=O)C,O,-4.97
1;1;1-trichloroethane,octanol,CC(Cl)(Cl)Cl,CCCCCCCCO,-3.69
o-cresol,bromobenzene,CC1=CC=CC=C1O,C1=CC=C(C=C1)Br,-7.26
sulfolane,octanol,C1CCS(=O)(=O)C1,CCCCCCCCO,-7.56
iodobenzene,heptane,C1=CC=C(C=C1)I,CCCCCCC,-6.27
N-(2-hydroxyphenyl)acetamide,water,CC(=O)NC1=CC=CC=C1O,O,-11.61
trimethylamine,ethylbenzene,CN(C)C,CCC1=CC=CC=C1,-2.64
butanoicacid,tributylphosphate,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,CCCCOP(=O)(OCCCC)OCCCC,-8.29
methylpropanoate,toluene,CCC(=O)OC,CC1=CC=CC=C1,-4.62
ethylamine,benzene,CCN,C1=CC=CC=C1,-2.73
diethyl4-nitrophenylthiophosphonate,water,CC[S](CC)=[P]([O-])([O-])c1ccc(cc1)[N+]([O-])=O,O,-6.27
p-bromophenol,butylacetate,C1=CC(=CC=C1O)Br,CCCCOC(C)=O,-10.57
dipropylamine,benzene,CCCNCCC,C1=CC=CC=C1,-5.09
toluene,octane,CC1=CC=CC=C1,CCCCCCCC,-4.82
1-nonanol,nonanol,CCCCCCCCCO,CCCCCCCCCO,-9.05
hydrogen,octanol,[HH],CCCCCCCCO,1.76
2-pentanone,decane,CCCC(=O)C,CCCCCCCCCC,-3.93
p-cresol,dibromoethane,CC1=CC=C(C=C1)O,CC(Br)Br,-7.52
5-iodouracil,octanol,C1=C(C(=O)NC(=O)N1)I,CCCCCCCCO,-18.77
fluoromethane,water,CF,O,-0.22
2-ethylpyrazine,chloroform,CCC1=NC=CN=C1,C(Cl)(Cl)Cl,-7.72
2-methylaniline,hexadecane,CC1=CC=CC=C1N,CCCCCCCCCCCCCCCC,-6.08
2-pyrrolidinone,octanol,C1CC(=O)NC1,CCCCCCCCO,-8.85
trimethylamine,water,CN(C)C,O,-3.23
4-methylaniline,water,CC1=CC=C(C=C1)N,O,-5.55
methanol,cyclohexane,CO,C1CCCCC1,-1.29
2-hexanone,isopropylbenzene,CCCCC(=O)C,CC(C)C1=CC=CC=C1,-5.39
butylacetate,water,CCCCOC(C)=O,O,-2.55
water,ethylbenzene,O,CCC1=CC=CC=C1,-1.51
phenacetin,water,CCOC1=CC=C(C=C1)NC(=O)C,O,-10.91
1-butanol,dibromoethane,CCCCO,CC(Br)Br,-4.65
methylhexanoate,perfluorobenzene,CCCCCC(=O)OC,C1(=C(C(=C(C(=C1F)F)F)F)F)F,-6.21
2-heptanone,butylbenzene,CCCCCC(=O)C,CCCCC1=CC=CC=C1,-5.93
water,octanol,O,CCCCCCCCO,-4.43
ethylamine,nonanol,CCN,CCCCCCCCCO,-4.02
2;2;4-trimethylpentane,water,CC(C)CC(C)(C)C,O,2.85
1;4-dioxane,propanol,C1COCCO1,CCCO,-4.61
2-methylpyridine,dibutylether,CC1=CC=CC=N1,CCCCOCCCC,-5.2
nitromethane,water,C[N+](=O)[O-],O,-3.95
n-propane,water,CCC,O,1.96
trimethylamine,cyclohexane,CN(C)C,C1CCCCC1,-2.63
n-octane,tetrahydrothiophenedioxide,CCCCCCCC,O=[S]1(=O)CCCC1,-2.44
1-pentanol,pentane,CCCCCO,CCCCC,-3.92
2-butanone,benzylalcohol,CCC(=O)C,C1=CC=C(C=C1)CO,-4.57
1;2-dimethoxyethane,octanol,COCCOC,CCCCCCCCO,-4.55
1-pentyne,water,CCCC#C,O,0.01
p-bromophenol,methylenechloride,C1=CC(=CC=C1O)Br,C(Cl)Cl,-9.09
n-octane,xylene,CCCCCCCC,CC1=CC=CC=C1C,-5.29
propanoicacid,dichloroethane,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,CC(Cl)Cl,-5.12
ethanol,phenylether,CCO,O(c1ccccc1)c2ccccc2,-3.22
ethanol,bromoform,CCO,C(Br)(Br)Br,-3.24
dimethylmethylphosphonate,hexadecane,COP(=O)(C)OC,CCCCCCCCCCCCCCCC,-5.43
4-methylaniline,decane,CC1=CC=C(C=C1)N,CCCCCCCCCC,-6.05
2-butanone,triethylamine,CCC(=O)C,CCN(CC)CC,-3.86
methylacetate,bromooctane,COC(C)=O,CCCCCCCCBr,-3.35
p-cresol,chlorobenzene,CC1=CC=C(C=C1)O,C1=CC=C(C=C1)Cl,-7.23
butanoicacid,diisopropylether,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,CC(C)OC(C)C,-6.85
piperidine,chloroform,C1CCNCC1,C(Cl)(Cl)Cl,-6.37
1-octanol,benzene,CCCCCCCCO,C1=CC=CC=C1,-8.06
n-octane,butanol,CCCCCCCC,CCCCO,-4.45
1-pentanol,ethylacetate,CCCCCO,CCOC(=O)C,-6.13
propylamine,nonanol,CCCN,CCCCCCCCCO,-4.66
1-butanol,pentane,CCCCO,CCCCC,-3.77
hexachlorobenzene,octanol,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl,CCCCCCCCO,-10.15
fenbufen,octanol,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O,CCCCCCCCO,-17.12
N-(3-hydroxyphenyl)acetamide,water,CC(=O)NC1=CC(=CC=C1)O,O,-13.93
urea,hexadecane,C(=O)(N)N,CCCCCCCCCCCCCCCC,-6.37
dimethyl4-nitrophenylthiophosphate,octanol,C[S](C)(c1ccc(cc1)[N+]([O-])=O)=[P]([O-])([O-])[O-],CCCCCCCCO,-11.7
phenol,pentanol,C1=CC=C(C=C1)O,CCCCCO,-8.55
ethanol,ethylbenzene,CCO,CCC1=CC=CC=C1,-2.49
dimethyldisulfide,octanol,CSSC,CCCCCCCCO,-4.24
2-ethylpyrazine,dibutylether,CCC1=NC=CN=C1,CCCCOCCCC,-5.87
toluene,2methylpyridine,CC1=CC=CC=C1,Cc1ccccn1,-5.06
octanal,water,CCCCCCCC=O,O,-2.29
cyclopentanol,diethylether,C1CCC(C1)O,CCOCC,-6.5
triethylphosphate,octanol,CCOP(=O)(OCC)OCC,CCCCCCCCO,-8.88
toluene,isooctane,CC1=CC=CC=C1,CC(C)CC(C)(C)C,-4.68
5-fluorouracil,water,C1=C(C(=O)NC(=O)N1)F,O,-16.92
1-pentanol,octanol,CCCCCO,CCCCCCCCO,-6.4
2-pentanone,tetralin,CCCC(=O)C,C1CCC2=CC=CC=C2C1,-3.99
methylbenzoate,hexadecane,COC(=O)C1=CC=CC=C1,CCCCCCCCCCCCCCCC,-6.31
ethylparaben,water,CCOC(=O)C1=CC=C(C=C1)O,O,-9.2
1;1;1-trifluoropropan-2-ol,octanol,CC(C(F)(F)F)O,CCCCCCCCO,-5.12
1;2-ethanediol,water,C(CO)O,O,-9.3
methylacetate,dichloroethane,COC(C)=O,CC(Cl)Cl,-4.55
benzamide,dichloroethane,C1=CC=C(C=C1)C(=O)N,CC(Cl)Cl,-10.9
m-cresol,iodobenzene,CC1=CC(=CC=C1)O,C1=CC=C(C=C1)I,-6.04
ammonia,chlorobenzene,N,C1=CC=C(C=C1)Cl,-1.22
1-butanol,dichloroethane,CCCCO,CC(Cl)Cl,-4.92
benzene,nonanol,C1=CC=CC=C1,CCCCCCCCCO,-3.82
2-methylaniline,octane,CC1=CC=CC=C1N,CCCCCCCC,-6.06
benzaldehyde,diethylether,C1=CC=C(C=C1)C=O,CCOCC,-6.08
isobutanol,isobutanol,CC(C)CO,CC(C)CO,-5.79
ethylamine,pentanol,CCN,CCCCCO,-4.27
n-butane,hexadecane,CCCC,CCCCCCCCCCCCCCCC,-2.2
2-pentanone,isooctane,CCCC(=O)C,CC(C)CC(C)(C)C,-4.14
nitromethane,nitroethane,C[N+](=O)[O-],CC[N+](=O)[O-],-5.35
methanol,nonane,CO,CCCCCCCCC,-1.29
ethene,octanol,C=C,CCCCCCCCO,-0.27
butanoicacid,water,C1=CN=C(C=C1CO)C2=NC=CC(=C2)CO,O,-6.36
tetrahydrofuran,octanol,C1CCOC1,CCCCCCCCO,-3.93
